Customer_ID,Customer_Name,Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Country,Country_Risk,Occupation,Account_Age_Months,KYC_Status,Branch,Risk_Score,Customer_Risk,Alert_Status,SAR_Flag
C05660,Customer_5660,T005660,2025-05-19,31152,Cash Withdrawal,Singapore,Low,Consultant,43,Complete,Bangalore,0,Low,Closed,No
C05661,Customer_5661,T005661,2025-11-22,159935,Cash Deposit,Hong Kong,Medium,Doctor,100,Complete,Chennai,50,Medium,Closed,No
C05662,Customer_5662,T005662,2025-05-23,51852,Wire Transfer,India,Low,Doctor,72,Complete,Chennai,40,Medium,Closed,No
C05663,Customer_5663,T005663,2025-06-13,31210,Online Transfer,UAE,Medium,Salaried,166,Complete,Delhi,10,Low,Closed,No
C05664,Customer_5664,T005664,2025-07-24,170421,Cheque,India,Low,Business Owner,139,Pending,Pune,45,Medium,Closed,No
C05665,Customer_5665,T005665,2025-07-09,223557,Wire Transfer,USA,Low,Trader,10,Complete,Hyderabad,60,Medium,Open,No
C05666,Customer_5666,T005666,2025-12-26,43961,Cash Withdrawal,UK,Low,Consultant,28,Complete,Kolkata,0,Low,Closed,No
C05667,Customer_5667,T005667,2025-01-19,160662,Wire Transfer,Cayman Islands,High,Student,61,Pending,Mumbai,90,High,Open,Yes
C05668,Customer_5668,T005668,2025-01-17,159051,Wire Transfer,UK,Low,Consultant,73,Complete,Delhi,60,Medium,Open,No
C05669,Customer_5669,T005669,2025-01-14,198742,Wire Transfer,USA,Low,Doctor,4,Complete,Hyderabad,60,Medium,Open,No
C05670,Customer_5670,T005670,2025-06-08,137468,Cash Deposit,UK,Low,Business Owner,140,Pending,Delhi,45,Medium,Closed,No
C05671,Customer_5671,T005671,2025-07-30,98940,Online Transfer,Germany,Low,Trader,52,Complete,Pune,20,Low,Closed,No
C05672,Customer_5672,T005672,2025-06-12,190881,Wire Transfer,India,Low,Student,85,Incomplete,Mumbai,75,High,Open,Yes
C05673,Customer_5673,T005673,2025-07-25,181375,Wire Transfer,Canada,Low,Student,168,Complete,Hyderabad,60,Medium,Open,No
C05674,Customer_5674,T005674,2025-01-03,27441,Online Transfer,Canada,Low,Business Owner,10,Complete,Mumbai,0,Low,Closed,No
C05675,Customer_5675,T005675,2025-03-08,181868,Cash Deposit,Germany,Low,Doctor,89,Complete,Pune,40,Medium,Closed,No
C05676,Customer_5676,T005676,2025-03-29,172758,Cash Withdrawal,Hong Kong,Medium,Freelancer,123,Complete,Pune,50,Medium,Closed,No
C05677,Customer_5677,T005677,2025-02-08,183267,Cash Withdrawal,Germany,Low,Doctor,144,Complete,Delhi,40,Medium,Closed,No
C05678,Customer_5678,T005678,2025-03-23,182099,Cheque,Germany,Low,Salaried,67,Complete,Mumbai,40,Medium,Closed,No
C05679,Customer_5679,T005679,2025-09-18,39530,Cheque,Singapore,Low,Consultant,69,Complete,Bangalore,0,Low,Closed,No
C05680,Customer_5680,T005680,2025-02-12,47527,Wire Transfer,Singapore,Low,Business Owner,45,Complete,Mumbai,20,Low,Closed,No
C05681,Customer_5681,T005681,2025-09-19,33827,Online Transfer,Panama,High,Freelancer,84,Complete,Kolkata,25,Low,Closed,No
C05682,Customer_5682,T005682,2025-12-16,48479,Cheque,UAE,Medium,Trader,106,Complete,Kolkata,10,Low,Closed,No
C05683,Customer_5683,T005683,2025-05-28,31353,Wire Transfer,Germany,Low,Trader,3,Pending,Mumbai,25,Low,Closed,No
C05684,Customer_5684,T005684,2025-12-16,190791,Cheque,Hong Kong,Medium,Doctor,70,Complete,Kolkata,50,Medium,Closed,No
C05685,Customer_5685,T005685,2025-03-28,109987,Cash Withdrawal,Panama,High,Doctor,169,Incomplete,Kolkata,80,High,Open,Yes
C05686,Customer_5686,T005686,2025-09-05,132952,Wire Transfer,Panama,High,Consultant,117,Incomplete,Mumbai,100,High,Open,Yes
C05687,Customer_5687,T005687,2025-12-03,145883,Cash Deposit,Hong Kong,Medium,Salaried,128,Pending,Bangalore,55,Medium,Closed,No
C05688,Customer_5688,T005688,2025-10-06,120608,Wire Transfer,Cayman Islands,High,Consultant,138,Pending,Mumbai,90,High,Open,Yes
C05689,Customer_5689,T005689,2025-07-30,107736,Online Transfer,Panama,High,Doctor,43,Complete,Kolkata,65,Medium,Open,No
C05690,Customer_5690,T005690,2025-12-09,220899,Cheque,Cayman Islands,High,Student,73,Complete,Delhi,65,Medium,Open,No
C05691,Customer_5691,T005691,2025-01-20,91313,Cheque,Cayman Islands,High,Engineer,4,Incomplete,Pune,60,Medium,Open,No
C05692,Customer_5692,T005692,2025-05-06,90571,Wire Transfer,Cayman Islands,High,Salaried,25,Complete,Pune,65,Medium,Open,No
C05693,Customer_5693,T005693,2025-06-09,88560,Wire Transfer,Cayman Islands,High,Consultant,148,Complete,Hyderabad,65,Medium,Open,No
C05694,Customer_5694,T005694,2025-06-20,32328,Wire Transfer,Singapore,Low,Doctor,18,Complete,Mumbai,20,Low,Closed,No
C05695,Customer_5695,T005695,2025-11-18,216805,Cash Deposit,Cayman Islands,High,Student,38,Complete,Chennai,65,Medium,Open,No
C05696,Customer_5696,T005696,2025-10-31,248546,Wire Transfer,UK,Low,Business Owner,172,Incomplete,Mumbai,75,High,Open,Yes
C05697,Customer_5697,T005697,2025-04-25,66033,Online Transfer,UAE,Medium,Trader,1,Complete,Bangalore,30,Low,Closed,No
C05698,Customer_5698,T005698,2025-06-04,98697,Wire Transfer,USA,Low,Freelancer,151,Complete,Pune,40,Medium,Closed,No
C05699,Customer_5699,T005699,2025-07-26,126577,Cash Deposit,UAE,Medium,Freelancer,95,Complete,Pune,50,Medium,Closed,No
C05700,Customer_5700,T005700,2025-05-03,79521,Online Transfer,Canada,Low,Doctor,80,Pending,Chennai,25,Low,Closed,No
C05701,Customer_5701,T005701,2025-10-12,56781,Wire Transfer,Singapore,Low,Doctor,133,Complete,Kolkata,40,Medium,Closed,No
C05702,Customer_5702,T005702,2025-09-26,3674,Cash Deposit,Panama,High,Trader,141,Complete,Hyderabad,25,Low,Closed,No
C05703,Customer_5703,T005703,2025-02-24,72748,Cheque,Canada,Low,Doctor,173,Complete,Chennai,20,Low,Closed,No
C05704,Customer_5704,T005704,2025-01-16,196532,Cash Deposit,Singapore,Low,Doctor,143,Incomplete,Chennai,55,Medium,Closed,No
C05705,Customer_5705,T005705,2025-03-21,212181,Cash Deposit,India,Low,Doctor,144,Pending,Delhi,45,Medium,Closed,No
C05706,Customer_5706,T005706,2025-08-28,115876,Cash Deposit,USA,Low,Student,109,Complete,Chennai,40,Medium,Closed,No
C05707,Customer_5707,T005707,2025-05-25,179841,Cash Withdrawal,Hong Kong,Medium,Engineer,34,Complete,Hyderabad,50,Medium,Closed,No
C05708,Customer_5708,T005708,2025-05-27,78230,Wire Transfer,UAE,Medium,Salaried,180,Incomplete,Hyderabad,65,Medium,Open,No
C05709,Customer_5709,T005709,2025-07-30,61081,Cash Withdrawal,UAE,Medium,Freelancer,173,Complete,Pune,30,Low,Closed,No
C05710,Customer_5710,T005710,2025-10-23,9440,Cash Deposit,USA,Low,Engineer,109,Complete,Kolkata,0,Low,Closed,No
C05711,Customer_5711,T005711,2025-04-23,132735,Online Transfer,Germany,Low,Trader,57,Complete,Bangalore,40,Medium,Closed,No
C05712,Customer_5712,T005712,2025-02-05,103826,Cash Withdrawal,USA,Low,Student,64,Pending,Hyderabad,45,Medium,Closed,No
C05713,Customer_5713,T005713,2025-03-15,183590,Online Transfer,Singapore,Low,Trader,152,Complete,Bangalore,40,Medium,Closed,No
C05714,Customer_5714,T005714,2025-02-08,118906,Cash Withdrawal,UK,Low,Freelancer,37,Complete,Chennai,40,Medium,Closed,No
C05715,Customer_5715,T005715,2025-08-28,98784,Cheque,UAE,Medium,Doctor,77,Complete,Mumbai,30,Low,Closed,No
C05716,Customer_5716,T005716,2025-06-11,233417,Wire Transfer,Hong Kong,Medium,Business Owner,36,Complete,Chennai,70,High,Open,No
C05717,Customer_5717,T005717,2025-01-12,108269,Cheque,UK,Low,Student,175,Complete,Pune,40,Medium,Closed,No
C05718,Customer_5718,T005718,2025-08-13,110676,Cheque,Germany,Low,Salaried,138,Complete,Hyderabad,40,Medium,Closed,No
C05719,Customer_5719,T005719,2025-12-18,213642,Cash Withdrawal,UAE,Medium,Doctor,104,Complete,Mumbai,50,Medium,Closed,No
C05720,Customer_5720,T005720,2025-05-29,8299,Cheque,Canada,Low,Trader,156,Complete,Kolkata,0,Low,Closed,No
C05721,Customer_5721,T005721,2025-10-03,169927,Online Transfer,Cayman Islands,High,Student,162,Pending,Delhi,70,High,Open,No
C05722,Customer_5722,T005722,2025-11-17,96193,Cheque,India,Low,Engineer,159,Complete,Kolkata,20,Low,Closed,No
C05723,Customer_5723,T005723,2025-06-25,34119,Cash Withdrawal,UAE,Medium,Student,14,Complete,Chennai,10,Low,Closed,No
C05724,Customer_5724,T005724,2025-11-20,170095,Wire Transfer,UAE,Medium,Freelancer,21,Complete,Kolkata,70,High,Open,No
C05725,Customer_5725,T005725,2025-12-26,215251,Wire Transfer,Canada,Low,Engineer,56,Pending,Mumbai,65,Medium,Open,No
C05726,Customer_5726,T005726,2025-04-30,195971,Online Transfer,Canada,Low,Engineer,139,Pending,Mumbai,45,Medium,Closed,No
C05727,Customer_5727,T005727,2025-12-08,167984,Cash Deposit,Cayman Islands,High,Doctor,6,Pending,Delhi,70,High,Open,No
C05728,Customer_5728,T005728,2025-07-25,122362,Online Transfer,Germany,Low,Freelancer,53,Complete,Hyderabad,40,Medium,Closed,No
C05729,Customer_5729,T005729,2025-01-14,8382,Online Transfer,UK,Low,Trader,150,Complete,Bangalore,0,Low,Closed,No
C05730,Customer_5730,T005730,2025-03-01,181631,Cash Withdrawal,Singapore,Low,Doctor,23,Complete,Mumbai,40,Medium,Closed,No
C05731,Customer_5731,T005731,2025-07-21,2346,Cash Deposit,Canada,Low,Consultant,83,Complete,Mumbai,0,Low,Closed,No
C05732,Customer_5732,T005732,2025-08-15,44356,Cash Withdrawal,UAE,Medium,Doctor,127,Complete,Delhi,10,Low,Closed,No
C05733,Customer_5733,T005733,2025-03-22,99023,Wire Transfer,Hong Kong,Medium,Salaried,137,Complete,Bangalore,50,Medium,Closed,No
C05734,Customer_5734,T005734,2025-12-15,38092,Cash Deposit,UK,Low,Freelancer,15,Complete,Chennai,0,Low,Closed,No
C05735,Customer_5735,T005735,2025-01-02,190708,Wire Transfer,Cayman Islands,High,Business Owner,128,Complete,Hyderabad,85,High,Open,Yes
C05736,Customer_5736,T005736,2025-02-23,108501,Cheque,Singapore,Low,Engineer,106,Complete,Pune,40,Medium,Closed,No
C05737,Customer_5737,T005737,2025-07-29,144961,Cash Deposit,Cayman Islands,High,Salaried,17,Complete,Hyderabad,65,Medium,Open,No
C05738,Customer_5738,T005738,2025-06-18,209798,Wire Transfer,USA,Low,Consultant,157,Complete,Hyderabad,60,Medium,Open,No
C05739,Customer_5739,T005739,2025-11-21,130124,Cash Deposit,Germany,Low,Doctor,34,Pending,Mumbai,45,Medium,Closed,No
C05740,Customer_5740,T005740,2025-09-21,26967,Cash Deposit,Panama,High,Freelancer,39,Complete,Delhi,25,Low,Closed,No
C05741,Customer_5741,T005741,2025-09-30,138281,Cash Withdrawal,Hong Kong,Medium,Student,46,Pending,Hyderabad,55,Medium,Closed,No
C05742,Customer_5742,T005742,2025-01-30,173009,Cash Deposit,Singapore,Low,Freelancer,23,Complete,Hyderabad,40,Medium,Closed,No
C05743,Customer_5743,T005743,2025-06-25,156502,Cheque,Panama,High,Freelancer,89,Incomplete,Chennai,80,High,Open,Yes
C05744,Customer_5744,T005744,2025-12-10,239490,Online Transfer,UK,Low,Doctor,114,Complete,Mumbai,40,Medium,Closed,No
C05745,Customer_5745,T005745,2025-03-31,28712,Cash Deposit,India,Low,Salaried,41,Complete,Kolkata,0,Low,Closed,No
C05746,Customer_5746,T005746,2025-11-02,165807,Wire Transfer,Singapore,Low,Freelancer,143,Complete,Kolkata,60,Medium,Open,No
C05747,Customer_5747,T005747,2025-08-25,132186,Online Transfer,UAE,Medium,Business Owner,35,Complete,Bangalore,50,Medium,Closed,No
C05748,Customer_5748,T005748,2025-11-04,1277,Cash Deposit,UK,Low,Business Owner,141,Complete,Bangalore,0,Low,Closed,No
C05749,Customer_5749,T005749,2025-08-06,118131,Cash Withdrawal,India,Low,Business Owner,176,Complete,Delhi,40,Medium,Closed,No
C05750,Customer_5750,T005750,2025-01-31,162076,Cheque,UAE,Medium,Trader,17,Complete,Mumbai,50,Medium,Closed,No
C05751,Customer_5751,T005751,2025-01-26,160079,Cheque,Singapore,Low,Business Owner,123,Complete,Mumbai,40,Medium,Closed,No
C05752,Customer_5752,T005752,2025-12-07,128436,Cheque,Panama,High,Doctor,59,Complete,Pune,65,Medium,Open,No
C05753,Customer_5753,T005753,2025-08-26,20883,Cash Deposit,Hong Kong,Medium,Student,41,Complete,Chennai,10,Low,Closed,No
C05754,Customer_5754,T005754,2025-07-03,73556,Online Transfer,UAE,Medium,Salaried,75,Complete,Chennai,30,Low,Closed,No
C05755,Customer_5755,T005755,2025-11-24,162791,Cash Deposit,Panama,High,Consultant,138,Complete,Hyderabad,65,Medium,Open,No
C05756,Customer_5756,T005756,2025-03-17,24830,Cash Withdrawal,Panama,High,Freelancer,21,Complete,Chennai,25,Low,Closed,No
C05757,Customer_5757,T005757,2025-12-30,200140,Cash Withdrawal,Germany,Low,Business Owner,133,Complete,Bangalore,40,Medium,Closed,No
C05758,Customer_5758,T005758,2025-10-12,79175,Cash Withdrawal,Panama,High,Student,67,Complete,Hyderabad,45,Medium,Closed,No
C05759,Customer_5759,T005759,2025-07-29,30184,Online Transfer,Singapore,Low,Business Owner,40,Complete,Hyderabad,0,Low,Closed,No
C05760,Customer_5760,T005760,2025-09-05,50244,Wire Transfer,USA,Low,Consultant,138,Complete,Pune,40,Medium,Closed,No
C05761,Customer_5761,T005761,2025-11-14,18724,Online Transfer,USA,Low,Doctor,32,Complete,Chennai,0,Low,Closed,No
C05762,Customer_5762,T005762,2025-05-17,73711,Cheque,Hong Kong,Medium,Student,21,Complete,Mumbai,30,Low,Closed,No
C05763,Customer_5763,T005763,2025-03-16,213561,Online Transfer,Cayman Islands,High,Consultant,47,Complete,Bangalore,65,Medium,Open,No
C05764,Customer_5764,T005764,2025-08-27,156562,Cash Withdrawal,India,Low,Trader,43,Complete,Hyderabad,40,Medium,Closed,No
C05765,Customer_5765,T005765,2025-03-27,38324,Cash Deposit,UK,Low,Engineer,69,Pending,Chennai,5,Low,Closed,No
C05766,Customer_5766,T005766,2025-06-13,38268,Cheque,UK,Low,Freelancer,167,Complete,Hyderabad,0,Low,Closed,No
C05767,Customer_5767,T005767,2025-11-02,20631,Online Transfer,USA,Low,Salaried,67,Complete,Mumbai,0,Low,Closed,No
C05768,Customer_5768,T005768,2025-07-14,91217,Wire Transfer,Panama,High,Engineer,72,Complete,Chennai,65,Medium,Open,No
C05769,Customer_5769,T005769,2025-11-29,108635,Cash Deposit,Germany,Low,Business Owner,92,Pending,Chennai,45,Medium,Closed,No
C05770,Customer_5770,T005770,2025-01-15,44290,Cheque,Cayman Islands,High,Student,133,Pending,Hyderabad,30,Low,Closed,No
C05771,Customer_5771,T005771,2025-11-29,96410,Cheque,Singapore,Low,Trader,161,Pending,Hyderabad,25,Low,Closed,No
C05772,Customer_5772,T005772,2025-12-03,87900,Cheque,India,Low,Trader,174,Complete,Delhi,20,Low,Closed,No
C05773,Customer_5773,T005773,2025-02-20,19157,Cash Withdrawal,USA,Low,Engineer,26,Pending,Kolkata,5,Low,Closed,No
C05774,Customer_5774,T005774,2025-02-13,77083,Cash Withdrawal,Panama,High,Engineer,95,Complete,Bangalore,45,Medium,Closed,No
C05775,Customer_5775,T005775,2025-11-29,117127,Cash Withdrawal,Canada,Low,Engineer,71,Complete,Chennai,40,Medium,Closed,No
C05776,Customer_5776,T005776,2025-09-02,26580,Wire Transfer,Panama,High,Consultant,179,Pending,Kolkata,50,Medium,Closed,No
C05777,Customer_5777,T005777,2025-04-03,35554,Cheque,Hong Kong,Medium,Trader,101,Complete,Delhi,10,Low,Closed,No
C05778,Customer_5778,T005778,2025-05-10,199007,Online Transfer,Germany,Low,Doctor,90,Incomplete,Delhi,55,Medium,Closed,No
C05779,Customer_5779,T005779,2025-01-16,97037,Cash Withdrawal,Hong Kong,Medium,Freelancer,9,Complete,Hyderabad,30,Low,Closed,No
C05780,Customer_5780,T005780,2025-05-15,33896,Online Transfer,UK,Low,Consultant,39,Incomplete,Mumbai,15,Low,Closed,No
C05781,Customer_5781,T005781,2025-05-20,92359,Cheque,Cayman Islands,High,Engineer,76,Complete,Pune,45,Medium,Closed,No
C05782,Customer_5782,T005782,2025-10-15,53233,Cash Deposit,Canada,Low,Freelancer,36,Pending,Bangalore,25,Low,Closed,No
C05783,Customer_5783,T005783,2025-02-23,21652,Wire Transfer,UK,Low,Consultant,25,Complete,Mumbai,20,Low,Closed,No
C05784,Customer_5784,T005784,2025-03-26,107402,Cash Deposit,Panama,High,Freelancer,55,Complete,Bangalore,65,Medium,Open,No
C05785,Customer_5785,T005785,2025-06-28,223533,Wire Transfer,India,Low,Engineer,147,Complete,Bangalore,60,Medium,Open,No
C05786,Customer_5786,T005786,2025-09-05,11477,Cash Withdrawal,Singapore,Low,Student,6,Incomplete,Bangalore,15,Low,Closed,No
C05787,Customer_5787,T005787,2025-06-12,225104,Cash Withdrawal,Panama,High,Consultant,16,Incomplete,Pune,80,High,Open,Yes
C05788,Customer_5788,T005788,2025-06-25,82361,Cash Deposit,India,Low,Freelancer,72,Complete,Mumbai,20,Low,Closed,No
C05789,Customer_5789,T005789,2025-09-11,18118,Cheque,USA,Low,Student,91,Complete,Pune,0,Low,Closed,No
C05790,Customer_5790,T005790,2025-09-07,156963,Cash Deposit,UK,Low,Student,178,Pending,Hyderabad,45,Medium,Closed,No
C05791,Customer_5791,T005791,2025-09-12,67259,Cash Deposit,Panama,High,Student,60,Complete,Mumbai,45,Medium,Closed,No
C05792,Customer_5792,T005792,2025-08-04,69127,Online Transfer,UAE,Medium,Student,17,Complete,Delhi,30,Low,Closed,No
C05793,Customer_5793,T005793,2025-06-19,181335,Wire Transfer,Canada,Low,Student,98,Complete,Kolkata,60,Medium,Open,No
C05794,Customer_5794,T005794,2025-11-01,84433,Cash Deposit,UAE,Medium,Consultant,128,Complete,Pune,30,Low,Closed,No
C05795,Customer_5795,T005795,2025-09-08,123767,Cheque,UK,Low,Engineer,149,Complete,Bangalore,40,Medium,Closed,No
C05796,Customer_5796,T005796,2025-02-20,73974,Cash Withdrawal,Canada,Low,Trader,139,Complete,Delhi,20,Low,Closed,No
C05797,Customer_5797,T005797,2025-06-30,133623,Online Transfer,Germany,Low,Trader,41,Incomplete,Delhi,55,Medium,Closed,No
C05798,Customer_5798,T005798,2025-04-17,70074,Cheque,Cayman Islands,High,Salaried,169,Pending,Hyderabad,50,Medium,Closed,No
C05799,Customer_5799,T005799,2025-12-14,151070,Cash Withdrawal,Singapore,Low,Consultant,75,Complete,Bangalore,40,Medium,Closed,No
C05800,Customer_5800,T005800,2025-02-20,46021,Online Transfer,USA,Low,Engineer,161,Incomplete,Delhi,15,Low,Closed,No
C05801,Customer_5801,T005801,2025-09-30,77199,Cash Withdrawal,Panama,High,Trader,76,Pending,Mumbai,50,Medium,Closed,No
C05802,Customer_5802,T005802,2025-04-19,191680,Cash Deposit,UAE,Medium,Engineer,79,Complete,Kolkata,50,Medium,Closed,No
C05803,Customer_5803,T005803,2025-04-13,32078,Wire Transfer,Singapore,Low,Freelancer,161,Complete,Chennai,20,Low,Closed,No
C05804,Customer_5804,T005804,2025-05-26,167312,Online Transfer,Germany,Low,Trader,10,Complete,Bangalore,40,Medium,Closed,No
C05805,Customer_5805,T005805,2025-05-26,244228,Cheque,Canada,Low,Doctor,61,Complete,Delhi,40,Medium,Closed,No
C05806,Customer_5806,T005806,2025-01-14,247891,Cash Withdrawal,Cayman Islands,High,Business Owner,153,Complete,Pune,65,Medium,Open,No
C05807,Customer_5807,T005807,2025-06-30,208605,Cash Deposit,Hong Kong,Medium,Freelancer,130,Complete,Delhi,50,Medium,Closed,No
C05808,Customer_5808,T005808,2025-02-06,76261,Wire Transfer,Hong Kong,Medium,Engineer,121,Complete,Mumbai,50,Medium,Closed,No
C05809,Customer_5809,T005809,2025-12-26,217277,Wire Transfer,UK,Low,Engineer,56,Complete,Bangalore,60,Medium,Open,No
C05810,Customer_5810,T005810,2025-04-08,46563,Cash Deposit,Cayman Islands,High,Freelancer,12,Pending,Pune,30,Low,Closed,No
C05811,Customer_5811,T005811,2025-08-06,12420,Online Transfer,Germany,Low,Consultant,19,Complete,Delhi,0,Low,Closed,No
C05812,Customer_5812,T005812,2025-04-20,185009,Online Transfer,Cayman Islands,High,Business Owner,165,Pending,Chennai,70,High,Open,No
C05813,Customer_5813,T005813,2025-11-07,28362,Cheque,USA,Low,Engineer,4,Complete,Pune,0,Low,Closed,No
C05814,Customer_5814,T005814,2025-08-19,97235,Cash Deposit,Hong Kong,Medium,Consultant,171,Incomplete,Kolkata,45,Medium,Closed,No
C05815,Customer_5815,T005815,2025-02-01,88977,Cash Withdrawal,India,Low,Business Owner,161,Complete,Delhi,20,Low,Closed,No
C05816,Customer_5816,T005816,2025-10-11,22810,Cash Withdrawal,India,Low,Business Owner,86,Complete,Bangalore,0,Low,Closed,No
C05817,Customer_5817,T005817,2025-02-09,40992,Online Transfer,USA,Low,Consultant,22,Complete,Kolkata,0,Low,Closed,No
C05818,Customer_5818,T005818,2025-07-18,204189,Cash Deposit,Germany,Low,Engineer,169,Complete,Chennai,40,Medium,Closed,No
C05819,Customer_5819,T005819,2025-05-12,219249,Cheque,UK,Low,Salaried,121,Incomplete,Chennai,55,Medium,Closed,No
C05820,Customer_5820,T005820,2025-02-20,130337,Cash Withdrawal,USA,Low,Salaried,22,Pending,Bangalore,45,Medium,Closed,No
C05821,Customer_5821,T005821,2025-04-08,186925,Online Transfer,India,Low,Business Owner,93,Pending,Pune,45,Medium,Closed,No
C05822,Customer_5822,T005822,2025-02-19,17114,Cheque,Cayman Islands,High,Student,93,Complete,Bangalore,25,Low,Closed,No
C05823,Customer_5823,T005823,2025-03-09,245747,Cash Deposit,UK,Low,Doctor,84,Complete,Mumbai,40,Medium,Closed,No
C05824,Customer_5824,T005824,2025-02-01,47475,Cash Withdrawal,India,Low,Salaried,14,Complete,Hyderabad,0,Low,Closed,No
C05825,Customer_5825,T005825,2025-03-30,7598,Wire Transfer,Panama,High,Consultant,158,Complete,Mumbai,45,Medium,Closed,No
C05826,Customer_5826,T005826,2025-11-17,133319,Cash Deposit,India,Low,Freelancer,15,Complete,Chennai,40,Medium,Closed,No
C05827,Customer_5827,T005827,2025-07-10,98951,Cash Withdrawal,Singapore,Low,Consultant,53,Complete,Pune,20,Low,Closed,No
C05828,Customer_5828,T005828,2025-03-19,215104,Wire Transfer,USA,Low,Student,159,Complete,Pune,60,Medium,Open,No
C05829,Customer_5829,T005829,2025-11-29,82386,Online Transfer,USA,Low,Business Owner,26,Incomplete,Delhi,35,Low,Closed,No
C05830,Customer_5830,T005830,2025-01-06,114426,Cash Withdrawal,UK,Low,Trader,136,Complete,Pune,40,Medium,Closed,No
C05831,Customer_5831,T005831,2025-12-14,171861,Cheque,Hong Kong,Medium,Consultant,45,Pending,Bangalore,55,Medium,Closed,No
C05832,Customer_5832,T005832,2025-02-22,174755,Cash Deposit,Panama,High,Doctor,117,Complete,Mumbai,65,Medium,Open,No
C05833,Customer_5833,T005833,2025-07-11,101227,Online Transfer,India,Low,Business Owner,178,Complete,Mumbai,40,Medium,Closed,No
C05834,Customer_5834,T005834,2025-12-23,215474,Wire Transfer,UAE,Medium,Engineer,3,Complete,Pune,70,High,Open,No
C05835,Customer_5835,T005835,2025-02-15,65190,Cash Deposit,UAE,Medium,Salaried,69,Complete,Hyderabad,30,Low,Closed,No
C05836,Customer_5836,T005836,2025-04-28,246402,Cheque,USA,Low,Salaried,36,Pending,Chennai,45,Medium,Closed,No
C05837,Customer_5837,T005837,2025-11-21,55147,Cheque,Panama,High,Freelancer,47,Complete,Kolkata,45,Medium,Closed,No
C05838,Customer_5838,T005838,2025-09-30,113943,Cheque,Germany,Low,Trader,52,Complete,Kolkata,40,Medium,Closed,No
C05839,Customer_5839,T005839,2025-01-31,246154,Cash Withdrawal,Panama,High,Trader,164,Complete,Chennai,65,Medium,Open,No
C05840,Customer_5840,T005840,2025-10-30,198703,Online Transfer,Germany,Low,Trader,133,Complete,Chennai,40,Medium,Closed,No
C05841,Customer_5841,T005841,2025-06-22,138120,Wire Transfer,Hong Kong,Medium,Business Owner,150,Complete,Kolkata,70,High,Open,No
C05842,Customer_5842,T005842,2025-12-23,246142,Cash Deposit,Cayman Islands,High,Salaried,3,Complete,Mumbai,65,Medium,Open,No
C05843,Customer_5843,T005843,2025-05-05,112950,Online Transfer,USA,Low,Freelancer,56,Pending,Delhi,45,Medium,Closed,No
C05844,Customer_5844,T005844,2025-10-02,229823,Cash Withdrawal,Canada,Low,Business Owner,40,Incomplete,Chennai,55,Medium,Closed,No
C05845,Customer_5845,T005845,2025-11-29,72549,Cash Deposit,Germany,Low,Consultant,77,Complete,Bangalore,20,Low,Closed,No
C05846,Customer_5846,T005846,2025-05-21,77888,Online Transfer,Hong Kong,Medium,Engineer,53,Complete,Kolkata,30,Low,Closed,No
C05847,Customer_5847,T005847,2025-04-21,215250,Cash Deposit,UAE,Medium,Engineer,115,Complete,Mumbai,50,Medium,Closed,No
C05848,Customer_5848,T005848,2025-06-13,228565,Cash Deposit,Germany,Low,Business Owner,170,Pending,Mumbai,45,Medium,Closed,No
C05849,Customer_5849,T005849,2025-07-29,139686,Cash Withdrawal,Singapore,Low,Freelancer,15,Pending,Kolkata,45,Medium,Closed,No
C05850,Customer_5850,T005850,2025-03-23,160555,Cash Deposit,Canada,Low,Doctor,45,Complete,Kolkata,40,Medium,Closed,No
C05851,Customer_5851,T005851,2025-11-15,142154,Cash Withdrawal,Hong Kong,Medium,Business Owner,57,Incomplete,Bangalore,65,Medium,Open,No
C05852,Customer_5852,T005852,2025-03-15,221886,Wire Transfer,UAE,Medium,Trader,140,Pending,Pune,75,High,Open,Yes
C05853,Customer_5853,T005853,2025-10-02,43046,Online Transfer,Hong Kong,Medium,Salaried,109,Complete,Pune,10,Low,Closed,No
C05854,Customer_5854,T005854,2025-05-18,200526,Online Transfer,UAE,Medium,Salaried,171,Incomplete,Kolkata,65,Medium,Open,No
C05855,Customer_5855,T005855,2025-04-13,235587,Wire Transfer,Singapore,Low,Salaried,117,Incomplete,Delhi,75,High,Open,Yes
C05856,Customer_5856,T005856,2025-04-07,95799,Online Transfer,USA,Low,Engineer,25,Pending,Pune,25,Low,Closed,No
C05857,Customer_5857,T005857,2025-07-10,96581,Cash Deposit,Singapore,Low,Engineer,60,Complete,Kolkata,20,Low,Closed,No
C05858,Customer_5858,T005858,2025-08-05,19380,Cash Deposit,Germany,Low,Doctor,4,Complete,Bangalore,0,Low,Closed,No
C05859,Customer_5859,T005859,2025-05-03,128677,Wire Transfer,India,Low,Freelancer,78,Complete,Pune,60,Medium,Open,No
C05860,Customer_5860,T005860,2025-01-17,142732,Wire Transfer,India,Low,Doctor,161,Complete,Bangalore,60,Medium,Open,No
C05861,Customer_5861,T005861,2025-12-22,2196,Cheque,USA,Low,Salaried,72,Complete,Pune,0,Low,Closed,No
C05862,Customer_5862,T005862,2025-07-20,182278,Online Transfer,Hong Kong,Medium,Engineer,60,Complete,Pune,50,Medium,Closed,No
C05863,Customer_5863,T005863,2025-12-06,138270,Cash Deposit,Panama,High,Engineer,150,Complete,Chennai,65,Medium,Open,No
